variant,glom_a,glom_b,n_a,n_b,n_overlap,n_union,N,D_set,D_mag_sum,D_mag_mean,importance_sum,importance_mean,D_mag_sum_a,D_mag_sum_b,synergy
pn,DC3,VA3,16,22,0,38,500,0.02200000000000002,0.3051367998123169,0.30258461833000183,0.16356839990615846,0.16229230916500093,0.20079976320266724,0.15391600131988525,-0.01867266809210122
pn,DC3,VA4,16,5,0,21,500,0.03400000000000003,0.288293719291687,0.28396880626678467,0.16114685964584352,0.15898440313339235,0.20079976320266724,0.13133090734481812,-0.01746573615976743
pn,DC3,VA5,16,12,0,28,500,0.02400000000000002,0.3238452672958374,0.3191538155078888,0.1739226336479187,0.1715769077539444,0.20079976320266724,0.18265801668167114,-0.02293482609175257
pn,DC3,VA6,16,21,6,31,500,0.04800000000000004,0.36575591564178467,0.36531922221183777,0.20687795782089236,0.2066596111059189,0.20079976320266724,0.30973321199417114,-0.08258270393062261
pn,DC3,VA7l,16,2,0,18,500,0.050000000000000044,0.355682373046875,0.3521896302700043,0.20284118652343752,0.20109481513500216,0.20079976320266724,0.2288380265235901,-0.02800479514167975
pn,DC3,VA7m,16,17,0,33,500,0.020000000000000018,0.308337926864624,0.30554983019828796,0.16416896343231202,0.162774915099144,0.20079976320266724,0.1587257981300354,-0.019315531789413143
pn,DC3,VC1,16,17,1,32,500,0.052000000000000046,0.4492127299308777,0.4408726096153259,0.25060636496543887,0.246436304807663,0.20079976320266724,0.37047135829925537,-0.047667830551183954
pn,DC3,VC2,16,7,0,23,500,0.05400000000000005,0.3959278464317322,0.38815733790397644,0.2249639232158661,0.22107866895198824,0.20079976320266724,0.2858002185821533,-0.033283519138521456
pn,DC3,VC3,16,24,1,39,500,0.038000000000000034,0.3928271532058716,0.38732001185417175,0.2154135766029358,0.2126600059270859,0.20079976320266724,0.29464036226272583,-0.043449257287218046
pn,DC3,VC4,16,12,1,27,500,0.02400000000000002,0.26951169967651367,0.26723796129226685,0.14675584983825685,0.14561898064613343,0.20079976320266724,0.10284054279327393,-0.01347824967890432
pn,DC3,VC5,16,30,0,46,500,0.07599999999999996,0.5500360727310181,0.5431368350982666,0.313018036365509,0.3095684175491333,0.20079976320266724,0.48843318223953247,-0.04111960537715831
pn,DC3,VL1,16,23,0,39,500,0.030000000000000027,0.2804206609725952,0.28324297070503235,0.15521033048629762,0.1566214853525162,0.20079976320266724,0.1177147626876831,-0.01445676844461019
pn,DC3,VL2a,16,14,0,30,500,0.04800000000000004,0.37874191999435425,0.3754878044128418,0.21337095999717715,0.21174390220642092,0.20079976320266724,0.2601777911186218,-0.029991995479722533
pn,DC3,VL2p,16,33,0,49,500,0.07599999999999996,0.46775370836257935,0.46418437361717224,0.27187685418128965,0.2700921868085861,0.20079976320266724,0.3817470669746399,-0.03813840116290734
pn,DC3,VM1,16,12,0,28,500,0.026000000000000023,0.3062376379966736,0.30404922366142273,0.1661188189983368,0.16502461183071138,0.20079976320266724,0.15553343296051025,-0.018864481657935528
pn,DC3,VM2,16,11,0,27,500,0.02400000000000002,0.2748503088951111,0.2708301246166229,0.14942515444755555,0.14741506230831147,0.20079976320266724,0.11098241806030273,-0.014646629101690678
pn,DC3,VM3,16,13,0,29,500,0.028000000000000025,0.3389219641685486,0.3348604142665863,0.1834609820842743,0.18143020713329316,0.20079976320266724,0.20366835594177246,-0.02464959733090666
pn,DC3,VM4,16,19,0,35,500,0.040000000000000036,0.3457911014556885,0.34128645062446594,0.19289555072784426,0.190643225312233,0.20079976320266724,0.21491551399230957,-0.02676919142105305
pn,DC3,VM5d,16,21,1,36,500,0.07199999999999995,0.481964647769928,0.47151827812194824,0.27698232388496397,0.2717591390609741,0.20079976320266724,0.4126165509223938,-0.048598360636415094
pn,DC3,VM5v,16,14,1,29,500,0.03400000000000003,0.3758639097213745,0.3702927231788635,0.20493195486068727,0.20214636158943178,0.20079976320266724,0.27131348848342896,-0.04176965772355956
pn,DC3,VM6,16,18,0,34,500,0.07799999999999996,0.45424872636795044,0.44789594411849976,0.2661243631839752,0.26294797205924986,0.20079976320266724,0.3640657067298889,-0.03751243586303232
pn,DC3,VM6l,16,19,0,35,500,0.07399999999999995,0.45816993713378906,0.4518626630306244,0.2660849685668945,0.26293133151531217,0.20079976320266724,0.3691297769546509,-0.03763843121998178
pn,DC3,VM6m,16,12,0,28,500,0.07399999999999995,0.4580700993537903,0.4517611861228943,0.2660350496768951,0.2628805930614471,0.20079976320266724,0.3689984083175659,-0.03763327915411452
pn,DC3,VM6v,16,18,0,34,500,0.06399999999999995,0.47852200269699097,0.4730110466480255,0.27126100134849546,0.26850552332401273,0.20079976320266724,0.39571332931518555,-0.03853194699823348
pn,DC3,VM7d,16,17,0,33,500,0.018000000000000016,0.2657570242881775,0.2633673846721649,0.14187851214408875,0.14068369233608247,0.20079976320266724,0.09683513641357422,-0.012433402866520282
pn,DC3,VM7v,16,13,0,29,500,0.02400000000000002,0.26661479473114014,0.2631341218948364,0.14530739736557008,0.14356706094741822,0.20079976320266724,0.09899049997329712,-0.01329819949087252
pn,DC4,DL1,22,7,0,29,500,0.028000000000000025,0.19164550304412842,0.19301415979862213,0.10982275152206422,0.11050707989931108,0.16771501302719116,0.0364496111869812,-0.0064059741549833404
pn,DC4,DL2d,22,31,0,53,500,0.128,0.6315439939498901,0.6286381483078003,0.37977199697494507,0.37831907415390015,0.16771501302719116,0.5894016027450562,-0.026721124339722735
pn,DC4,DL2v,22,20,1,41,500,0.06599999999999995,0.5248099565505981,0.5211844444274902,0.29540497827529905,0.2935922222137451,0.16771501302719116,0.4617558717727661,-0.02721753619960765
pn,DC4,DL3,22,15,0,37,500,0.028000000000000025,0.2082977294921875,0.20956923067569733,0.11814886474609376,0.11878461533784868,0.16771501302719116,0.05870354175567627,-0.008275360020384426
pn,DC4,DL4,22,5,0,27,500,0.026000000000000023,0.1890907883644104,0.1898595690727234,0.10754539418220521,0.1079297845363617,0.16771501302719116,0.030820488929748535,-0.00427565489017212
pn,DC4,DL5,22,7,0,29,500,0.040000000000000036,0.41512763500213623,0.4133131802082062,0.22756381750106813,0.2266565901041031,0.16771501302719116,0.32710856199264526,-0.024834923281797927
pn,DC4,DM1,22,12,0,34,500,0.030000000000000027,0.2576501965522766,0.2608243227005005,0.14382509827613832,0.14541216135025026,0.16771501302719116,0.12427210807800293,-0.013494626327698711
pn,DC4,DM2,22,10,2,30,500,0.028000000000000025,0.25348520278930664,0.25610119104385376,0.14074260139465333,0.1420505955219269,0.16771501302719116,0.12271720170974731,-0.01636549486422112
pn,DC4,DM3,22,1,0,23,500,0.028000000000000025,0.18167710304260254,0.18286365270614624,0.10483855152130128,0.10543182635307313,0.16771501302719116,0.021302461624145508,-0.003767628979929327
pn,DC4,DM4,22,12,2,32,500,0.03200000000000003,0.21880412101745605,0.22012020647525787,0.12540206050872804,0.12606010323762895,0.16771501302719116,0.0769466757774353,-0.012952455056758794
pn,DC4,DM5,22,10,2,30,500,0.030000000000000027,0.2348344922065735,0.23871830105781555,0.13241724610328676,0.1343591505289078,0.16771501302719116,0.09760153293609619,-0.014112811388862667
pn,DC4,DM6,22,15,1,36,500,0.030000000000000027,0.2523951530456543,0.25292497873306274,0.14119757652282716,0.14146248936653139,0.16771501302719116,0.12128299474716187,-0.01626187568470172
pn,DC4,DP1l,22,25,0,47,500,0.09399999999999997,0.5442368984222412,0.5440671443939209,0.3191184492111206,0.31903357219696044,0.16771501302719116,0.48404592275619507,-0.026342269120330997
pn,DC4,DP1m,22,18,0,40,500,0.030000000000000027,0.19905871152877808,0.20052887499332428,0.11452935576438905,0.11526443749666215,0.16771501302719116,0.04328829050064087,-0.004684495793814136
pn,DC4,V,22,15,1,36,500,0.052000000000000046,0.44723862409591675,0.44786104559898376,0.2496193120479584,0.2499305227994919,0.16771501302719116,0.3773621916770935,-0.034549275715274774
pn,DC4,VA1d,22,27,0,49,500,0.04200000000000004,0.3213351368904114,0.3236805498600006,0.1816675684452057,0.18284027493000032,0.16771501302719116,0.21308988332748413,-0.02373138690603227
pn,DC4,VA1v,22,35,0,57,500,0.040000000000000036,0.36715513467788696,0.3709964454174042,0.2035775673389435,0.2054982227087021,0.16771501302719116,0.27226507663726807,-0.027162014111503652
pn,DC4,VA2,22,11,0,33,500,0.030000000000000027,0.19480544328689575,0.19628003239631653,0.11240272164344789,0.11314001619815828,0.16771501302719116,0.037478864192962646,-0.004102665736890998
pn,DC4,VA3,22,22,2,42,500,0.02400000000000002,0.27507591247558594,0.27514880895614624,0.14953795623779298,0.14957440447807313,0.16771501302719116,0.15391600131988525,-0.02074107770503275
pn,DC4,VA4,22,5,1,26,500,0.018000000000000016,0.26554036140441895,0.2639084756374359,0.14177018070220948,0.14095423781871796,0.16771501302719116,0.13133090734481812,-0.011479394131381326
pn,DC4,VA5,22,12,0,34,500,0.02200000000000002,0.30125558376312256,0.29908114671707153,0.1616277918815613,0.16054057335853578,0.16771501302719116,0.18265801668167114,-0.01848295429845237
pn,DC4,VA6,22,21,0,43,500,0.04400000000000004,0.4002875089645386,0.4012434780597687,0.2221437544822693,0.22262173902988436,0.16771501302719116,0.30973321199417114,-0.025213806372267555
pn,DC4,VA7l,22,2,0,24,500,0.03200000000000003,0.3403501510620117,0.339356929063797,0.18617507553100587,0.1856784645318985,0.16771501302719116,0.2288380265235901,-0.017823315889248903
pn,DC4,VA7m,22,17,2,37,500,0.030000000000000027,0.27736663818359375,0.2771487534046173,0.1536833190917969,0.15357437670230867,0.16771501302719116,0.1587257981300354,-0.02245347367250261
pn,DC4,VC1,22,17,4,35,500,0.03400000000000003,0.4483598470687866,0.4419799745082855,0.24117992353439333,0.23798998725414278,0.16771501302719116,0.37047135829925537,-0.027692915574299093
pn,DC4,VC2,22,7,1,28,500,0.03400000000000003,0.38463521003723145,0.37902891635894775,0.20931760501861574,0.2065144581794739,0.16771501302719116,0.2858002185821533,-0.02094703418943311
pn,DC4,VC3,22,24,3,43,500,0.026000000000000023,0.38681459426879883,0.3835200071334839,0.20640729713439943,0.20476000356674195,0.16771501302719116,0.29464036226272583,-0.026125168825888778
pn,DC4,VC4,22,12,1,33,500,0.02400000000000002,0.24328792095184326,0.24379324913024902,0.13364396047592164,0.13389662456512452,0.16771501302719116,0.10284054279327393,-0.01001973189432448
pn,DC4,VC5,22,30,3,49,500,0.052000000000000046,0.544995903968811,0.5397215485572815,0.29849795198440554,0.29586077427864077,0.16771501302719116,0.48843318223953247,-0.029234713775696974
pn,DC4,VL1,22,23,0,45,500,0.05600000000000005,0.24627411365509033,0.2519216537475586,0.1511370568275452,0.15396082687377932,0.16771501302719116,0.1177147626876831,-0.019413129102126447
pn,DC4,VL2a,22,14,0,36,500,0.03400000000000003,0.3637073040008545,0.36286914348602295,0.19885365200042726,0.1984345717430115,0.16771501302719116,0.2601777911186218,-0.020549778518113015
pn,DC4,VL2p,22,33,0,55,500,0.052000000000000046,0.4608824849128723,0.4593905508518219,0.2564412424564362,0.255695275425911,0.16771501302719116,0.3817470669746399,-0.024554880778214994
pn,DC4,VM1,22,12,0,34,500,0.03400000000000003,0.27993738651275635,0.28040245175361633,0.1569686932563782,0.15720122587680818,0.16771501302719116,0.15553343296051025,-0.017225767739809328
pn,DC4,VM2,22,11,0,33,500,0.018000000000000016,0.2493751049041748,0.24810750782489777,0.1336875524520874,0.1330537539124489,0.16771501302719116,0.11098241806030273,-0.010708908492546243
pn,DC4,VM3,22,13,1,34,500,0.030000000000000027,0.3175956606864929,0.31601861119270325,0.17379783034324647,0.17300930559635164,0.16771501302719116,0.20366835594177246,-0.01962946731246973
pn,DC4,VM4,22,19,2,39,500,0.020000000000000018,0.3281385898590088,0.3260793387889862,0.1740692949295044,0.1730396693944931,0.16771501302719116,0.21491551399230957,-0.01844737893152626
pn,DC4,VM5d,22,21,3,40,500,0.04600000000000004,0.4836158752441406,0.4750134348869324,0.26480793762207033,0.2605067174434662,0.16771501302719116,0.4126165509223938,-0.027513698492260374
pn,DC4,VM5v,22,14,0,36,500,0.02400000000000002,0.3688318133354187,0.3654595911502838,0.19641590666770936,0.19472979557514192,0.16771501302719116,0.27131348848342896,-0.02469334291975045
pn,DC4,VM6,22,18,0,40,500,0.04600000000000004,0.4467812776565552,0.44246605038642883,0.2463906388282776,0.24423302519321444,0.16771501302719116,0.3640657067298889,-0.023940157353568026
pn,DC4,VM6l,22,19,1,40,500,0.04600000000000004,0.4506182074546814,0.4463331401348114,0.24830910372734072,0.24616657006740572,0.16771501302719116,0.3691297769546509,-0.024317977176487204
pn,DC4,VM6m,22,12,0,34,500,0.04600000000000004,0.4505305886268616,0.44624462723731995,0.2482652943134308,0.24612231361866,0.16771501302719116,0.3689984083175659,-0.024296259859902136
pn,DC4,VM6v,22,18,0,40,500,0.04400000000000004,0.46976035833358765,0.4661673605442047,0.25688017916679384,0.2550836802721024,0.16771501302719116,0.39571332931518555,-0.027300917827659532
pn,DC4,VM7d,22,17,8,31,500,0.026000000000000023,0.2267664074897766,0.22744832932949066,0.12638320374488832,0.12672416466474534,0.16771501302719116,0.09683513641357422,-0.021543035785896336
pn,DC4,VM7v,22,13,1,34,500,0.018000000000000016,0.2404744029045105,0.2397991269826889,0.12923720145225526,0.12889956349134446,0.16771501302719116,0.09899049997329712,-0.00962891710338809
pn,DL1,DL2d,7,31,1,37,500,0.14200000000000002,0.5952160358428955,0.5915922522544861,0.36860801792144776,0.36679612612724305,0.0364496111869812,0.5894016027450562,-0.009151718836100997
pn,DL1,DL2v,7,20,0,27,500,0.08199999999999996,0.47571855783462524,0.47123658657073975,0.2788592789173126,0.27661829328536985,0.0364496111869812,0.4617558717727661,-0.0056561031356991975
pn,DL1,DL3,7,15,0,22,500,0.01200000000000001,0.09079843759536743,0.09153275936841965,0.05139921879768372,0.05176637968420983,0.0364496111869812,0.05870354175567627,-0.0022149940749969232
pn,DL1,DL4,7,5,1,11,500,0.0040000000000000036,0.05157327651977539,0.05177132785320282,0.027786638259887697,0.02788566392660141,0.0364496111869812,0.030820488929748535,-0.014573428758872353
pn,DL1,DL5,7,7,1,13,500,0.04400000000000004,0.33543848991394043,0.3326558768749237,0.18971924495697023,0.18832793843746187,0.0364496111869812,0.32710856199264526,-0.01619670336512158
pn,DL1,DM1,7,12,1,18,500,0.020000000000000018,0.13677680492401123,0.13954196870326996,0.07838840246200562,0.07977098435163499,0.0364496111869812,0.12427210807800293,-0.019415244320143188
pn,DL1,DM2,7,10,0,17,500,0.018000000000000016,0.15195566415786743,0.1542537361383438,0.08497783207893372,0.08612686806917191,0.0364496111869812,0.12271720170974731,-0.0027381544505864497
pn,DL1,DM3,7,1,1,7,500,0.006000000000000005,0.0364496111869812,0.03687438368797302,0.021224805593490603,0.021437191843986514,0.0364496111869812,0.021302461624145508,-0.020525995180619816
pn,DL1,DM4,7,12,2,17,500,0.01200000000000001,0.07768803834915161,0.07845471054315567,0.04484401917457581,0.04522735527157784,0.0364496111869812,0.0769466757774353,-0.03290357220104667
pn,DL1,DM5,7,10,0,17,500,0.02200000000000002,0.12832635641098022,0.132041335105896,0.07516317820549012,0.07702066755294801,0.0364496111869812,0.09760153293609619,-0.002167249785323122
pn,DL1,DM6,7,15,1,21,500,0.010000000000000009,0.13382840156555176,0.1336211860179901,0.07191420078277588,0.07181059300899506,0.0364496111869812,0.12128299474716187,-0.019483486366464575
pn,DL1,DP1l,7,25,0,32,500,0.11399999999999999,0.4975392818450928,0.4967484176158905,0.3057696409225464,0.30537420880794525,0.0364496111869812,0.48404592275619507,-0.00531296641697665
pn,DL1,DP1m,7,18,0,25,500,0.010000000000000009,0.07693618535995483,0.07785525918006897,0.04346809267997742,0.04392762959003449,0.0364496111869812,0.04328829050064087,-0.0012238749699697848
pn,DL1,V,7,15,0,22,500,0.03400000000000003,0.3914678692817688,0.3917523920536041,0.21273393464088441,0.21287619602680208,0.0364496111869812,0.3773621916770935,-0.008589228419008776
pn,DL1,VA1d,7,27,0,34,500,0.02400000000000002,0.23580843210220337,0.2378918081521988,0.1299042160511017,0.1309459040760994,0.0364496111869812,0.21308988332748413,-0.005964019017095978
pn,DL1,VA1v,7,35,0,42,500,0.028000000000000025,0.2921178936958313,0.29589784145355225,0.16005894684791566,0.16194892072677614,0.0364496111869812,0.27226507663726807,-0.0066728379451959086
pn,DL1,VA2,7,11,0,18,500,0.010000000000000009,0.07146567106246948,0.07238858193159103,0.040732835531234746,0.04119429096579552,0.0364496111869812,0.037478864192962646,-0.0010967142899112048
pn,DL1,VA3,7,22,1,28,500,0.01200000000000001,0.18066614866256714,0.1801207959651947,0.09633307433128357,0.09606039798259736,0.0364496111869812,0.15391600131988525,-0.0040892854407346135
pn,DL1,VA4,7,5,0,12,500,0.01200000000000001,0.16058671474456787,0.15800689160823822,0.08629335737228394,0.08500344580411912,0.0364496111869812,0.13133090734481812,-0.0024068432776793713
pn,DL1,VA5,7,12,0,19,500,0.008000000000000007,0.208121657371521,0.205017551779747,0.1080608286857605,0.10650877588987351,0.0364496111869812,0.18265801668167114,-0.004328156808899308
pn,DL1,VA6,7,21,1,27,500,0.040000000000000036,0.31825339794158936,0.3185817301273346,0.1791266989707947,0.17929086506366732,0.0364496111869812,0.30973321199417114,-0.016639770090680628
pn,DL1,VA7l,7,2,0,9,500,0.038000000000000034,0.253293514251709,0.25147226452827454,0.1456467571258545,0.14473613226413728,0.0364496111869812,0.2288380265235901,-0.0036530663672813546
pn,DL1,VA7m,7,17,0,24,500,0.01200000000000001,0.18485313653945923,0.1840539127588272,0.09842656826972962,0.09802695637941361,0.0364496111869812,0.1587257981300354,-0.004536779150374315
pn,DL1,VC1,7,17,0,24,500,0.040000000000000036,0.38730669021606445,0.3797426223754883,0.21365334510803224,0.20987131118774416,0.0364496111869812,0.37047135829925537,-0.00611074230425146
pn,DL1,VC2,7,7,0,14,500,0.04400000000000004,0.30757468938827515,0.30067741870880127,0.1757873446941376,0.17233870935440065,0.0364496111869812,0.2858002185821533,-0.004257833536385647
pn,DL1,VC3,7,24,0,31,500,0.016000000000000014,0.3142637610435486,0.3100416362285614,0.1651318805217743,0.1630208181142807,0.0364496111869812,0.29464036226272583,-0.006086685761690802
